"b","cea","cel","cpa","mu_A","mu_L","tau_E","tau_L","tau_P","od","loglik","loglik.se"
1.18702207924403,0.0132088702404268,0.0172244842038504,0.00466955565765198,1.89532307252467e-05,0.0158937470126093,15.7219226675806,7.18906255435284,18.0248791283609,1,-337.588402196273,0.00440150656426629
4.08686900960446,0.0135090654601968,0.0301489084067766,0.00561505207253328,1.90969233333377e-05,0.0235690455021708,19.9138405900306,8.93470669738214,14.924261198553,0.247429695728251,-315.934236728566,0.00907162038637102
3.59274192452612,0.0129547329204805,0.0321486908950613,0.00579985175876651,1.79920676644568e-05,0.0289359164311796,20.5565241427542,7.85796381528819,14.8419819446365,0.265829449675773,-317.570549648963,0.00577139592673368
3.27115875743227,0.0139293080327552,0.0304271859983958,0.0065361732343846,1.75893192049176e-05,0.00923024359917137,18.349777701341,9.19825844126222,15.5745044613673,0.238806557862893,-315.545956408549,0.0079093471813108
2.17095811305422,0.0124030006861292,0.0229571920958528,0.00595802071369653,2.47329992813061e-05,0.0396443619467835,19.274073877521,7.90957700730184,15.503335426523,0.280217994688166,-317.728893266167,0.0057455620659632
1.84867206013743,0.0124901234879076,0.027360751225014,0.00566973076763849,1.63877486387573e-05,0.0123229143441308,17.0217176796918,10.5426614084269,15.903298282155,0.255630983885034,-313.065871965084,0.00677301479913413
2.3041321440954,0.0123789240180207,0.0291501441281746,0.00506821723145643,3.61202969755352e-05,0.0336691948571967,17.4706127767092,10.5800440121966,15.7847679522524,0.234706126068875,-312.939516229294,0.00898287153382805
2.01384242071025,0.0129624752006527,0.0209659716197969,0.00633221427570273,6.80293709952182e-06,0.00668872534663688,17.6858442478679,8.9093964313803,14.9188730769474,0.258764130598927,-316.532196815728,0.00732689485164348
2.95367930914239,0.0130332529571921,0.0285602474981373,0.00595408292657154,1.98918674015772e-05,0.013532947885746,18.9887600045353,8.65504981606253,15.1573342197053,0.262307598681787,-316.517378648868,0.00587807011155934
3.93728660809578,0.0130072985726791,0.0332306181208022,0.0057962736231331,1.70923372680916e-05,0.0338071922625344,20.6419062950109,8.30343332964091,14.9873174273732,0.272287081530879,-316.885011813059,0.00437226866813342
1.98789069827681,0.0123600515482909,0.0263509371738384,0.00536732445313386,1.95368334048363e-05,0.0261021217903912,16.6884395153468,10.6545656983165,15.0962065805007,0.254396990119427,-313.176391018861,0.00992850084981197
3.51433792112454,0.0127834365343692,0.0292396287249153,0.00586028608405669,1.22745532618638e-05,0.0425902889624276,20.8564854045014,7.43613754763203,14.8914119975759,0.286149093858258,-318.105400610777,0.00544144745188601
5.85317017949862,0.0148446644560408,0.0384798446021313,0.00548423600363533,2.17727939710364e-05,0.0114950194176549,17.8398963280398,11.4212694253576,15.3531030387854,0.224237009064728,-308.765440428323,0.0114199298224583
1.79575061406952,0.0118688292333267,0.0242243659707885,0.00619108058424909,2.4486442025408e-05,0.0174246182520342,18.5852284224406,7.98573365797504,15.0348289211213,0.265986261818283,-318.01132851221,0.00617838623654178
2.76760730325181,0.013085977903414,0.0240026007574966,0.00631369384415142,1.78560478922939e-05,0.0235594775136544,19.8707861592067,7.80131654631576,14.8180428573288,0.269924972552529,-317.919442080849,0.00369942291398545
3.58084462482888,0.0138087670848243,0.0255577127572421,0.00685498652149532,1.40908742718697e-05,0.020038377909635,20.315755761581,7.37662606222314,14.4241912569114,0.288250378535775,-318.480922366495,0.00502797175010947
3.18584396766711,0.0129670183875134,0.0318051515595188,0.00523427655587458,1.98018705844962e-05,0.0249462699167646,18.610992267807,10.1717101959395,14.7805687935448,0.242531841125659,-313.357423113527,0.0106444427257064
3.61258799669839,0.0131926487696243,0.0286397383695646,0.00598893155917179,1.83590611581989e-05,0.0228272188499592,20.4439364557717,7.77267390889863,14.6678942848023,0.267969680063127,-317.824690130544,0.00582255851364211
4.32052324577762,0.0132234404391554,0.0322551936050183,0.00603020413760112,1.86686114084932e-05,0.042479916432931,21.2133591568564,7.43535956940991,14.8051108268845,0.272460689114339,-318.058087072815,0.00563594657641307
2.93537136932333,0.0125594697178243,0.0303572779393827,0.00610813990300205,1.61956297234707e-05,0.0324080574801539,20.0551437370244,7.69878971990116,15.0767874761264,0.285840174999243,-317.880855496477,0.00563419374885502
3.51377167901836,0.0119343375760888,0.0337936030763324,0.00530635006044051,1.9919699077376e-05,0.0564648569852886,21.1585186112892,7.40958353709398,14.9978962563254,0.268126656171916,-318.171952291672,0.00595786252631637
